Time
0.111
60.222
61.222
115.039
115.333
164.556
164.944
165.556
165.833
167.118
168.278
171.02
172.079
172.51
172.683
172.863
172.921
173.556
174.984
178.176
180.111
180.905
181.683
182.686
183.54
190.765
191.667
196.353
196.937
198.608
199.064
199.651
200.476
201.556
202.238
209.667
210.365
214.556
214.698
262.492
262.81
267.039
267.397
290.784
291.302
365.556
365.683
389.588
389.921
408.118
409.603
415.451
415.857
487.302
487.651
492.784
493.064
544.825
545.095
